City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
217,Hasaki,JP,2021-04-20 04:20:14,35.7333,140.8333,79.0,28,20,6.91,[{'description': 'few clouds'}]
218,Bam,IR,2021-04-20 04:27:11,29.106,58.357,77.0,17,5,19.77,[{'description': 'clear sky'}]
219,Sorland,NO,2021-04-20 04:27:12,67.667,12.6934,44.49,74,100,26.84,[{'description': 'overcast clouds'}]
220,Kavieng,PG,2021-04-20 04:22:19,-2.5744,150.7967,84.94,71,100,9.04,[{'description': 'overcast clouds'}]
221,Palaikastron,GR,2021-04-20 04:27:12,35.2,26.25,57.42,70,4,16.6,[{'description': 'clear sky'}]
222,Leshukonskoye,RU,2021-04-20 04:23:08,64.8989,45.7622,36.64,63,14,6.42,[{'description': 'few clouds'}]
223,Visnes,NO,2021-04-20 04:27:12,59.3556,5.2242,42.8,75,0,11.5,[{'description': 'clear sky'}]
224,Jiuquan,CN,2021-04-20 04:24:18,39.7432,98.5174,62.1,23,100,3.65,[{'description': 'overcast clouds'}]
225,Hualmay,PE,2021-04-20 04:23:03,-11.0964,-77.6139,67.69,86,100,6.89,[{'description': 'overcast clouds'}]
226,Watsa,CD,2021-04-20 04:27:13,3.0372,29.5355,64.87,95,100,3.02,[{'description': 'overcast clouds'}]
227,Lompoc,US,2021-04-20 04:23:31,34.6391,-120.4579,51.8,87,16,8.05,[{'description': 'few clouds'}]
228,Korla,CN,2021-04-20 04:22:13,41.7597,86.1469,68.34,19,92,9.55,[{'description': 'overcast clouds'}]
229,Eurajoki,FI,2021-04-20 04:27:13,61.2,21.7333,33.8,80,0,3.44,[{'description': 'clear sky'}]
230,Arraial Do Cabo,BR,2021-04-20 04:22:22,-22.9661,-42.0278,74.35,78,50,28.12,[{'description': 'scattered clouds'}]
231,Port-Gentil,GA,2021-04-20 04:24:22,-0.7193,8.7815,79.61,82,100,10.25,[{'description': 'overcast clouds'}]
232,Broken Hill,AU,2021-04-20 04:22:32,-31.95,141.4333,75.2,22,1,19.57,[{'description': 'clear sky'}]
233,Palladam,IN,2021-04-20 04:27:14,10.9833,77.3,75.2,83,75,5.75,[{'description': 'mist'}]
234,Abu Kamal,SY,2021-04-20 04:24:39,34.4506,40.9171,82.22,16,90,8.57,[{'description': 'overcast clouds'}]
235,Kruisfontein,ZA,2021-04-20 04:22:32,-34.0033,24.7314,61.0,82,90,7.0,[{'description': 'overcast clouds'}]
236,Dunedin,NZ,2021-04-20 04:27:14,-45.8742,170.5036,62.01,73,65,5.99,[{'description': 'broken clouds'}]
237,Ozinki,RU,2021-04-20 04:22:50,51.1786,49.6769,37.78,68,100,20.78,[{'description': 'overcast clouds'}]
238,Morehead,US,2021-04-20 04:27:14,37.2711,-87.1764,46.99,93,1,6.91,[{'description': 'clear sky'}]
239,Zhanaozen,KZ,2021-04-20 04:27:15,43.3,52.8,65.19,41,100,8.08,[{'description': 'overcast clouds'}]
240,Esperance,AU,2021-04-20 04:24:15,-33.8667,121.9,62.6,94,75,11.5,[{'description': 'broken clouds'}]
241,Tura,IN,2021-04-20 04:23:10,25.5198,90.2201,84.22,52,23,6.85,[{'description': 'few clouds'}]
242,Lasa,IT,2021-04-20 04:22:21,46.6166,10.7002,37.99,86,20,3.44,[{'description': 'few clouds'}]
243,Lonavale,IN,2021-04-20 04:27:15,18.75,73.4167,87.8,66,40,6.91,[{'description': 'haze'}]
244,Manakara,MG,2021-04-20 04:27:16,-22.1333,48.0167,70.68,85,95,3.31,[{'description': 'light rain'}]
245,Naze,JP,2021-04-20 04:22:23,28.3667,129.4833,73.4,53,40,12.66,[{'description': 'scattered clouds'}]
246,Marquette,US,2021-04-20 04:27:16,46.5333,-87.6335,27.0,83,99,11.01,[{'description': 'light snow'}]
247,Mizdah,LY,2021-04-20 04:24:16,31.4451,12.9801,48.07,76,0,6.62,[{'description': 'clear sky'}]
248,Carutapera,BR,2021-04-20 04:27:16,-1.195,-46.02,72.28,95,94,3.47,[{'description': 'overcast clouds'}]
249,Port Alfred,ZA,2021-04-20 04:17:10,-33.5906,26.891,64.38,77,100,15.01,[{'description': 'overcast clouds'}]
250,Kiruna,SE,2021-04-20 04:27:17,67.8557,20.2251,32.0,74,0,9.22,[{'description': 'clear sky'}]
251,San Pedro De Macoris,DO,2021-04-20 04:27:17,18.4616,-69.2972,79.0,94,20,8.48,[{'description': 'few clouds'}]
252,Kahului,US,2021-04-20 04:21:45,20.8947,-156.47,82.4,65,20,5.75,[{'description': 'few clouds'}]
253,Seoul,KR,2021-04-20 04:20:16,37.5683,126.9778,71.6,32,0,8.05,[{'description': 'clear sky'}]
254,Mirabad,AF,2021-04-20 04:27:17,30.4362,61.8383,79.14,21,2,24.96,[{'description': 'clear sky'}]
255,Nampula,MZ,2021-04-20 04:25:12,-15.1165,39.2666,68.0,88,75,8.05,[{'description': 'broken clouds'}]
256,Mackay,AU,2021-04-20 04:22:54,-21.15,149.2,82.4,61,40,13.8,[{'description': 'scattered clouds'}]
257,Gorin,RU,2021-04-20 04:27:18,51.1983,136.6669,40.08,55,100,12.66,[{'description': 'overcast clouds'}]
258,Vestmannaeyjar,IS,2021-04-20 04:22:26,63.4427,-20.2734,36.14,63,36,26.71,[{'description': 'scattered clouds'}]
259,Mantua,IT,2021-04-20 04:26:10,45.1667,10.7833,41.0,94,71,4.45,[{'description': 'broken clouds'}]
260,Mpophomeni,ZA,2021-04-20 04:22:24,-29.5682,30.1862,62.01,95,94,1.1,[{'description': 'light rain'}]
261,Jinxiang,CN,2021-04-20 04:27:19,27.4327,120.6062,64.31,66,92,8.14,[{'description': 'overcast clouds'}]
262,Ambon,ID,2021-04-20 04:27:19,-3.6954,128.1814,89.6,66,40,5.75,[{'description': 'scattered clouds'}]
263,Upernavik,GL,2021-04-20 04:23:09,72.7868,-56.1549,-2.49,75,59,6.42,[{'description': 'broken clouds'}]
264,Hovd,MN,2021-04-20 04:24:47,48.0056,91.6419,56.86,23,61,19.42,[{'description': 'broken clouds'}]
265,Kudahuvadhoo,MV,2021-04-20 04:27:19,2.6708,72.8944,82.09,68,82,5.26,[{'description': 'broken clouds'}]
266,Tynda,RU,2021-04-20 04:27:20,55.1667,124.7167,31.75,51,26,2.26,[{'description': 'scattered clouds'}]
267,Ranong,TH,2021-04-20 04:27:20,9.9658,98.6348,86.0,66,20,3.44,[{'description': 'few clouds'}]
268,Mezen,RU,2021-04-20 04:23:40,65.8522,44.24,37.15,67,28,7.07,[{'description': 'scattered clouds'}]
269,Mahebourg,MU,2021-04-20 04:22:33,-20.4081,57.7,78.8,89,40,3.44,[{'description': 'scattered clouds'}]
270,Hilo,US,2021-04-20 04:27:20,19.7297,-155.09,78.8,65,1,11.5,[{'description': 'clear sky'}]
271,Houston,US,2021-04-20 04:23:42,29.7633,-95.3633,63.0,59,90,6.31,[{'description': 'overcast clouds'}]
272,Havelock,US,2021-04-20 04:20:19,34.8791,-76.9013,51.01,93,1,4.25,[{'description': 'clear sky'}]
273,Palm Coast,US,2021-04-20 04:22:22,29.585,-81.2078,69.01,94,1,4.07,[{'description': 'clear sky'}]
274,Teguldet,RU,2021-04-20 04:27:21,57.3064,88.1667,17.62,78,100,12.21,[{'description': 'overcast clouds'}]
275,Miracema Do Tocantins,BR,2021-04-20 04:27:21,-9.5618,-48.3967,72.09,96,96,2.06,[{'description': 'overcast clouds'}]
276,Makat,KZ,2021-04-20 04:27:22,47.6469,53.3463,48.31,62,100,19.53,[{'description': 'overcast clouds'}]
277,Airai,TL,2021-04-20 04:22:12,-8.9266,125.4092,72.81,53,97,1.95,[{'description': 'overcast clouds'}]
278,The Valley,AI,2021-04-20 04:22:16,18.217,-63.0578,79.0,73,20,10.36,[{'description': 'few clouds'}]
279,Kinablangan,PH,2021-04-20 04:27:22,7.6947,126.5503,87.78,59,100,6.38,[{'description': 'overcast clouds'}]
280,Port Hedland,AU,2021-04-20 04:23:10,-20.3167,118.5667,89.6,43,5,10.36,[{'description': 'clear sky'}]
281,Vila Velha,BR,2021-04-20 04:22:24,-20.3297,-40.2925,73.4,88,75,4.61,[{'description': 'broken clouds'}]
282,Glens Falls,US,2021-04-20 04:27:23,43.3095,-73.644,46.0,70,1,2.82,[{'description': 'clear sky'}]
283,Paracuru,BR,2021-04-20 04:27:23,-3.41,-39.0306,75.99,83,50,1.99,[{'description': 'moderate rain'}]
284,Yabelo,ET,2021-04-20 04:27:23,4.8833,38.0833,57.22,85,100,6.42,[{'description': 'overcast clouds'}]
285,Talnakh,RU,2021-04-20 04:22:14,69.4865,88.3972,5.56,87,32,1.99,[{'description': 'scattered clouds'}]
286,Nome,US,2021-04-20 04:22:28,64.5011,-165.4064,35.6,51,1,10.36,[{'description': 'clear sky'}]
287,Gualaquiza,EC,2021-04-20 04:27:24,-3.4,-78.55,61.54,98,100,1.16,[{'description': 'overcast clouds'}]
288,Dickinson,US,2021-04-20 04:24:31,29.4608,-95.0513,62.01,72,75,5.75,[{'description': 'broken clouds'}]
289,Conde,BR,2021-04-20 04:27:24,-7.2597,-34.9075,73.4,100,40,4.61,[{'description': 'scattered clouds'}]
290,Asau,RO,2021-04-20 04:27:24,46.4333,26.4,44.01,67,100,2.91,[{'description': 'overcast clouds'}]
291,Erenhot,CN,2021-04-20 04:27:25,43.6475,111.9767,62.96,18,0,2.89,[{'description': 'clear sky'}]
292,Tuyen Quang,VN,2021-04-20 04:26:59,21.8233,105.2181,83.8,73,96,2.33,[{'description': 'overcast clouds'}]
293,Dukat,RU,2021-04-20 04:22:59,62.55,155.55,30.34,83,100,17.72,[{'description': 'overcast clouds'}]
294,Kaduqli,SD,2021-04-20 04:27:25,11.0167,29.7167,81.66,13,99,3.09,[{'description': 'overcast clouds'}]
295,Calvinia,ZA,2021-04-20 04:27:25,-31.4707,19.776,62.98,61,44,8.34,[{'description': 'scattered clouds'}]
296,Iqaluit,CA,2021-04-20 04:21:04,63.7506,-68.5145,10.4,85,20,3.44,[{'description': 'light snow'}]
297,Esso,RU,2021-04-20 04:27:26,55.9333,158.7,36.66,89,44,16.73,[{'description': 'light snow'}]
298,Krasnystaw,PL,2021-04-20 04:27:26,50.9846,23.1742,41.0,87,0,2.3,[{'description': 'clear sky'}]
299,Dingle,PH,2021-04-20 04:22:58,10.9995,122.6711,89.55,53,100,11.79,[{'description': 'overcast clouds'}]
300,Svetlaya,RU,2021-04-20 04:27:27,46.5389,138.3297,39.94,36,21,19.37,[{'description': 'few clouds'}]
301,La Ronge,CA,2021-04-20 04:22:30,55.1001,-105.2842,26.6,59,65,3.44,[{'description': 'broken clouds'}]
302,Kuusamo,FI,2021-04-20 04:27:27,65.9667,29.1833,26.6,86,0,3.44,[{'description': 'clear sky'}]
303,Santa Cruz Del Sur,CU,2021-04-20 04:27:27,20.7147,-77.9956,78.84,76,3,14.16,[{'description': 'clear sky'}]
304,Olafsvik,IS,2021-04-20 04:27:28,64.8945,-23.7142,32.9,61,27,9.93,[{'description': 'scattered clouds'}]
305,Excelsior Springs,US,2021-04-20 04:27:28,39.3392,-94.2261,35.6,75,1,8.05,[{'description': 'clear sky'}]
306,Windhoek,NA,2021-04-20 04:22:52,-22.5594,17.0832,55.99,62,2,1.01,[{'description': 'clear sky'}]
307,Nara,JP,2021-04-20 04:27:22,34.6851,135.8049,73.99,32,0,9.22,[{'description': 'clear sky'}]
308,Meulaboh,ID,2021-04-20 04:22:58,4.1363,96.1285,84.45,60,90,3.83,[{'description': 'overcast clouds'}]
309,Heinola,FI,2021-04-20 04:27:28,61.2056,26.0381,35.6,51,0,9.22,[{'description': 'clear sky'}]
310,Khatanga,RU,2021-04-20 04:22:10,71.9667,102.5,9.9,84,55,4.59,[{'description': 'broken clouds'}]
311,Pimentel,PE,2021-04-20 04:27:29,-6.8367,-79.9342,66.0,85,75,5.01,[{'description': 'broken clouds'}]
312,Batemans Bay,AU,2021-04-20 04:23:00,-35.7167,150.1833,70.0,54,32,3.0,[{'description': 'scattered clouds'}]
313,Takoradi,GH,2021-04-20 04:23:21,4.8845,-1.7554,79.65,82,100,4.81,[{'description': 'overcast clouds'}]
314,Nikolskoye,RU,2021-04-20 04:22:21,59.7035,30.7861,41.0,48,0,8.95,[{'description': 'clear sky'}]
315,Blythe,US,2021-04-20 04:27:29,33.6103,-114.5964,80.6,7,1,9.22,[{'description': 'clear sky'}]
316,Westerland,DE,2021-04-20 04:27:30,54.9079,8.3033,44.6,76,0,8.05,[{'description': 'clear sky'}]
317,Matara,LK,2021-04-20 04:27:30,5.9485,80.5353,85.37,68,88,6.44,[{'description': 'overcast clouds'}]
318,Evensk,RU,2021-04-20 04:27:30,61.95,159.2333,35.87,88,99,14.47,[{'description': 'overcast clouds'}]
319,Leua,SK,2021-04-20 04:27:31,48.2156,18.6071,48.99,95,100,1.66,[{'description': 'overcast clouds'}]
320,Katsuura,JP,2021-04-20 04:23:00,35.1333,140.3,75.0,40,20,16.11,[{'description': 'few clouds'}]
321,Fare,PF,2021-04-20 04:27:31,-16.7,-151.0167,82.49,72,9,13.69,[{'description': 'light rain'}]
322,San Cristobal,VE,2021-04-20 04:20:31,7.7669,-72.225,67.51,67,92,2.28,[{'description': 'overcast clouds'}]
323,Mitsamiouli,KM,2021-04-20 04:22:57,-11.3847,43.2844,78.8,78,75,5.75,[{'description': 'broken clouds'}]
324,Kavaratti,IN,2021-04-20 04:27:31,10.5669,72.642,84.24,70,28,8.88,[{'description': 'scattered clouds'}]
325,Baruun-Urt,MN,2021-04-20 04:27:32,46.6806,113.2792,63.88,16,2,12.82,[{'description': 'clear sky'}]
326,Carnarvon,AU,2021-04-20 04:22:36,-24.8667,113.6333,79.16,41,1,19.55,[{'description': 'clear sky'}]
327,Zhaotong,CN,2021-04-20 04:27:32,27.3167,103.7167,62.8,54,83,2.71,[{'description': 'broken clouds'}]
328,Bell Ville,AR,2021-04-20 04:27:32,-32.6259,-62.6887,66.0,95,33,1.99,[{'description': 'scattered clouds'}]
329,Bengkulu,ID,2021-04-20 04:22:13,-3.8004,102.2655,83.66,68,29,5.61,[{'description': 'scattered clouds'}]
330,Lardos,GR,2021-04-20 04:27:33,36.0942,28.0157,60.8,72,20,12.66,[{'description': 'few clouds'}]
331,Arlit,NE,2021-04-20 04:27:33,18.7369,7.3853,84.13,7,0,11.45,[{'description': 'clear sky'}]
332,Vitim,RU,2021-04-20 04:27:33,59.4511,112.5578,29.61,91,100,12.57,[{'description': 'light snow'}]
333,Gilgit,PK,2021-04-20 04:27:34,35.9221,74.3087,52.38,45,100,3.91,[{'description': 'overcast clouds'}]
334,Obo,CF,2021-04-20 04:27:34,5.3998,26.4869,70.23,87,100,3.24,[{'description': 'overcast clouds'}]
335,Oranjestad,AW,2021-04-20 04:27:34,12.524,-70.027,80.6,78,20,19.57,[{'description': 'few clouds'}]
336,Bandarbeyla,SO,2021-04-20 04:23:43,9.4942,50.8122,82.18,76,87,3.56,[{'description': 'overcast clouds'}]
337,Aden,YE,2021-04-20 04:27:35,12.7794,45.0367,81.41,73,85,7.61,[{'description': 'overcast clouds'}]
338,Manono,CD,2021-04-20 04:27:35,-7.3,27.4167,66.31,87,98,3.74,[{'description': 'overcast clouds'}]
339,Erzin,TR,2021-04-20 04:24:25,36.9559,36.2,70.0,74,98,1.99,[{'description': 'overcast clouds'}]
340,Ketchikan,US,2021-04-20 04:22:20,55.3422,-131.6461,55.4,43,1,4.61,[{'description': 'clear sky'}]
341,Walvis Bay,NA,2021-04-20 04:24:21,-22.9575,14.5053,81.0,44,0,7.11,[{'description': 'clear sky'}]
342,Margate,GB,2021-04-20 04:27:36,51.3813,1.3862,42.01,88,7,1.99,[{'description': 'clear sky'}]
343,Padang,ID,2021-04-20 04:27:36,-0.9492,100.3543,87.8,62,20,5.75,[{'description': 'few clouds'}]
344,Sydney,AU,2021-04-20 04:27:30,-33.8679,151.2073,73.4,31,0,9.22,[{'description': 'clear sky'}]
345,Toamasina,MG,2021-04-20 04:27:37,-18.1667,49.3833,71.6,94,75,4.61,[{'description': 'broken clouds'}]
346,Umkomaas,ZA,2021-04-20 04:27:37,-30.2067,30.7978,66.99,88,86,4.0,[{'description': 'light rain'}]
347,San Fernando,PH,2021-04-20 04:27:38,15.0286,120.6898,93.2,49,90,6.91,[{'description': 'overcast clouds'}]
348,Puerto Escondido,MX,2021-04-20 04:27:40,15.85,-97.0667,78.57,68,33,5.46,[{'description': 'scattered clouds'}]
349,Mujiayingzi,CN,2021-04-20 04:23:39,42.1167,118.7833,67.53,19,48,6.31,[{'description': 'scattered clouds'}]
350,Sri Aman,MY,2021-04-20 04:27:40,1.2376,111.4621,87.8,66,40,3.44,[{'description': 'scattered clouds'}]
351,Sydney Mines,CA,2021-04-20 04:27:41,46.2367,-60.2177,41.0,87,75,10.36,[{'description': 'broken clouds'}]
352,Cap Malheureux,MU,2021-04-20 04:24:28,-19.9842,57.6142,82.0,78,50,3.0,[{'description': 'scattered clouds'}]
353,Syracuse,IT,2021-04-20 04:27:41,37.0881,15.2792,48.0,87,0,5.75,[{'description': 'clear sky'}]
354,Acapulco,MX,2021-04-20 04:27:41,16.8634,-99.8901,76.5,58,5,5.68,[{'description': 'clear sky'}]
355,Tupik,RU,2021-04-20 04:20:42,54.4253,119.9327,40.53,40,57,8.59,[{'description': 'broken clouds'}]
356,Abu Dhabi,AE,2021-04-20 04:26:32,24.4667,54.3667,77.0,61,0,3.44,[{'description': 'clear sky'}]
357,Arkadelphia,US,2021-04-20 04:27:42,34.1209,-93.0538,51.8,93,1,3.71,[{'description': 'clear sky'}]
358,Puerto Madryn,AR,2021-04-20 04:27:42,-42.7692,-65.0385,67.96,68,98,2.95,[{'description': 'light rain'}]
359,Yulara,AU,2021-04-20 04:22:14,-25.2406,130.9889,77.0,16,0,14.97,[{'description': 'clear sky'}]
360,Puerto Barrios,GT,2021-04-20 04:27:43,15.7167,-88.6,77.0,94,0,1.43,[{'description': 'clear sky'}]
361,Dharur,IN,2021-04-20 04:27:43,18.8167,76.1167,88.95,20,1,14.23,[{'description': 'clear sky'}]
362,Hirna,ET,2021-04-20 04:27:43,9.2167,41.1,62.38,72,66,2.28,[{'description': 'broken clouds'}]
363,Antofagasta,CL,2021-04-20 04:20:12,-23.65,-70.4,59.0,82,0,2.3,[{'description': 'clear sky'}]
364,Tagusao,PH,2021-04-20 04:24:41,9.1924,117.8141,84.83,70,87,14.94,[{'description': 'overcast clouds'}]
365,Lafayette,US,2021-04-20 04:27:44,30.2335,-92.0668,64.4,48,75,2.39,[{'description': 'broken clouds'}]
366,Husavik,IS,2021-04-20 04:27:44,66.0449,-17.3389,30.2,86,75,8.68,[{'description': 'broken clouds'}]
367,Adet,ET,2021-04-20 04:27:44,11.2644,37.4888,63.18,39,60,4.94,[{'description': 'broken clouds'}]
368,Phan Thiet,VN,2021-04-20 04:25:09,10.9333,108.1,87.22,61,100,6.55,[{'description': 'overcast clouds'}]
369,Inhambane,MZ,2021-04-20 04:27:45,-23.865,35.3833,66.2,88,75,9.22,[{'description': 'light rain'}]
370,Lamesa,US,2021-04-20 04:27:45,32.7376,-101.951,57.99,38,1,10.36,[{'description': 'clear sky'}]
371,Manggar,ID,2021-04-20 04:27:45,-2.8833,108.2667,85.91,64,3,7.83,[{'description': 'clear sky'}]
372,Gushi,CN,2021-04-20 04:27:46,34.6425,109.5843,64.63,72,100,4.88,[{'description': 'overcast clouds'}]
373,Umm Kaddadah,SD,2021-04-20 04:27:46,13.6017,26.6876,76.3,11,28,8.79,[{'description': 'scattered clouds'}]
374,Rio Grande,BR,2021-04-20 04:21:17,-32.035,-52.0986,68.0,85,0,4.0,[{'description': 'clear sky'}]
375,Lavrentiya,RU,2021-04-20 04:23:40,65.5833,-171.0,28.87,80,2,5.79,[{'description': 'clear sky'}]
376,Port Blair,IN,2021-04-20 04:25:02,11.6667,92.75,86.0,79,40,5.75,[{'description': 'scattered clouds'}]
377,Manta,EC,2021-04-20 04:26:18,-0.95,-80.7333,77.0,83,90,4.61,[{'description': 'overcast clouds'}]
378,Coahuayana,MX,2021-04-20 04:23:09,18.7333,-103.6833,67.41,79,24,3.31,[{'description': 'few clouds'}]
379,San Patricio,US,2021-04-20 04:23:42,28.017,-97.5169,60.8,82,1,3.44,[{'description': 'clear sky'}]
380,Bandar,ID,2021-04-20 04:27:47,2.05,99.75,87.69,60,79,2.19,[{'description': 'broken clouds'}]
381,Taybad,IR,2021-04-20 04:22:53,34.74,60.7756,70.11,26,6,16.06,[{'description': 'clear sky'}]
382,Tecpan,GT,2021-04-20 04:27:47,14.7623,-90.9947,70.0,82,75,4.61,[{'description': 'broken clouds'}]
383,Gizo,SB,2021-04-20 04:27:47,-8.103,156.8419,85.35,69,50,0.45,[{'description': 'light rain'}]
384,Yokadouma,CM,2021-04-20 04:27:48,3.5167,15.05,68.13,97,86,0.18,[{'description': 'overcast clouds'}]
385,Numan,NG,2021-04-20 04:27:48,9.4667,12.0333,85.41,48,99,10.58,[{'description': 'overcast clouds'}]
386,Ponta Do Sol,PT,2021-04-20 04:22:15,32.6667,-17.1,61.0,70,30,1.01,[{'description': 'scattered clouds'}]
387,La Ciotat,FR,2021-04-20 04:27:48,43.1748,5.6045,45.0,81,0,3.44,[{'description': 'clear sky'}]
388,Salinopolis,BR,2021-04-20 04:27:49,-0.6136,-47.3561,75.43,89,100,5.99,[{'description': 'light rain'}]
389,Alassio,IT,2021-04-20 04:27:49,44.0039,8.1671,48.0,68,3,1.01,[{'description': 'clear sky'}]
390,Cherskiy,RU,2021-04-20 04:23:45,68.75,161.3,35.33,81,100,17.47,[{'description': 'overcast clouds'}]
391,Charters Towers,AU,2021-04-20 04:24:11,-20.1,146.2667,75.85,75,100,13.4,[{'description': 'overcast clouds'}]
392,Russell,US,2021-04-20 04:27:50,32.3502,-85.1999,57.2,82,75,3.62,[{'description': 'broken clouds'}]
393,Balakhta,RU,2021-04-20 04:27:50,55.38,91.6,20.12,58,92,12.21,[{'description': 'overcast clouds'}]
394,Mokhsogollokh,RU,2021-04-20 04:27:50,61.4681,128.9203,25.27,62,100,6.87,[{'description': 'overcast clouds'}]
395,Ca Mau,VN,2021-04-20 04:27:51,9.1769,105.15,92.34,48,81,7.25,[{'description': 'broken clouds'}]
396,George,ZA,2021-04-20 04:27:51,-33.963,22.4617,53.6,94,0,4.61,[{'description': 'light rain'}]
397,Vaitape,PF,2021-04-20 04:27:51,-16.5167,-151.75,82.81,72,11,13.78,[{'description': 'light rain'}]
398,Vigrestad,NO,2021-04-20 04:27:52,58.5667,5.7,46.99,87,0,1.14,[{'description': 'clear sky'}]
399,Acajutla,SV,2021-04-20 04:23:56,13.5928,-89.8275,70.0,100,33,1.01,[{'description': 'moderate rain'}]
400,Gorom-Gorom,BF,2021-04-20 04:27:52,14.4439,-0.2361,84.25,18,10,5.08,[{'description': 'clear sky'}]
401,Outjo,NA,2021-04-20 04:27:52,-20.1167,16.15,59.23,45,1,9.46,[{'description': 'clear sky'}]
402,Fort Nelson,CA,2021-04-20 04:22:50,58.8053,-122.7002,46.4,39,40,2.3,[{'description': 'scattered clouds'}]
403,Pisco,PE,2021-04-20 04:22:29,-13.7,-76.2167,66.2,82,0,6.91,[{'description': 'clear sky'}]
404,Lagos,NG,2021-04-20 04:24:55,6.5833,3.75,78.8,94,20,4.61,[{'description': 'few clouds'}]
405,Itoman,JP,2021-04-20 04:27:53,26.1247,127.6694,73.4,53,40,18.41,[{'description': 'scattered clouds'}]
406,Georgetown,MY,2021-04-20 04:22:19,5.4112,100.3354,86.0,74,40,6.91,[{'description': 'scattered clouds'}]
407,Onguday,RU,2021-04-20 04:27:53,50.75,86.15,29.71,71,100,5.64,[{'description': 'overcast clouds'}]
408,Sattahip,TH,2021-04-20 04:27:54,12.6664,100.9007,91.99,66,20,4.61,[{'description': 'few clouds'}]
409,Teknaf,BD,2021-04-20 04:27:05,20.8624,92.3058,84.79,66,79,5.23,[{'description': 'broken clouds'}]
410,Half Moon Bay,US,2021-04-20 04:23:05,37.4636,-122.4286,53.6,87,75,13.8,[{'description': 'mist'}]
411,Afantou,GR,2021-04-20 04:27:54,36.2935,28.1623,60.8,72,20,12.66,[{'description': 'few clouds'}]
412,Dutse,NG,2021-04-20 04:24:09,11.7594,9.3392,78.53,42,64,9.51,[{'description': 'broken clouds'}]
413,Cururupu,BR,2021-04-20 04:27:55,-1.8283,-44.8683,71.28,98,100,1.16,[{'description': 'overcast clouds'}]
414,Omagari,JP,2021-04-20 04:27:55,39.45,140.4833,59.0,72,75,17.27,[{'description': 'broken clouds'}]
415,Floro,NO,2021-04-20 04:24:06,61.5996,5.0328,50.0,53,90,16.11,[{'description': 'overcast clouds'}]
416,Hamilton,US,2021-04-20 04:18:50,39.1834,-84.5333,50.0,76,1,5.75,[{'description': 'clear sky'}]
417,Atar,MR,2021-04-20 04:19:55,20.5169,-13.0499,75.74,14,96,3.78,[{'description': 'overcast clouds'}]
418,Fethiye,TR,2021-04-20 04:23:08,36.6217,29.1164,51.8,87,0,3.44,[{'description': 'clear sky'}]
419,Suba,PH,2021-04-20 04:27:56,10.8438,121.0102,83.34,76,99,18.92,[{'description': 'overcast clouds'}]
420,Beidao,CN,2021-04-20 04:27:56,34.5686,105.8933,57.2,66,100,3.42,[{'description': 'moderate rain'}]
421,Serenje,ZM,2021-04-20 04:27:56,-13.2325,30.2352,51.4,98,27,4.94,[{'description': 'scattered clouds'}]
422,Kaputa,ZM,2021-04-20 04:27:57,-8.4689,29.6619,65.44,89,94,5.99,[{'description': 'overcast clouds'}]
423,Burnie,AU,2021-04-20 04:27:57,-41.0667,145.9167,59.0,61,100,24.0,[{'description': 'overcast clouds'}]
424,Nyrob,RU,2021-04-20 04:27:57,60.733,56.7202,35.53,57,100,5.61,[{'description': 'overcast clouds'}]
425,Drovyanaya,RU,2021-04-20 04:27:58,51.5833,113.0333,51.8,20,57,4.34,[{'description': 'broken clouds'}]
426,Otjimbingwe,NA,2021-04-20 04:27:58,-22.35,16.1333,66.22,36,2,8.3,[{'description': 'clear sky'}]
427,Shieli,KZ,2021-04-20 04:27:58,44.1667,66.75,69.15,35,86,10.74,[{'description': 'overcast clouds'}]
428,Haines Junction,CA,2021-04-20 04:23:58,60.7522,-137.5108,48.2,40,6,8.05,[{'description': 'clear sky'}]
429,Desaguadero,PE,2021-04-20 04:27:59,-16.5656,-69.0417,43.02,49,0,4.99,[{'description': 'clear sky'}]
430,Kosa,RU,2021-04-20 04:27:59,59.9445,54.9977,37.06,47,20,5.86,[{'description': 'few clouds'}]
431,Hailin,CN,2021-04-20 04:27:59,44.5833,129.4167,54.43,13,1,16.93,[{'description': 'clear sky'}]
432,Camana,PE,2021-04-20 04:24:27,-16.6228,-72.7111,68.94,85,31,4.72,[{'description': 'scattered clouds'}]
433,Barreirinhas,BR,2021-04-20 04:28:00,-2.7469,-42.8264,71.26,97,100,3.74,[{'description': 'overcast clouds'}]
434,Yucca Valley,US,2021-04-20 04:23:18,34.1142,-116.4322,68.0,13,14,5.99,[{'description': 'few clouds'}]
435,Alofi,NU,2021-04-20 04:22:43,-19.0595,-169.9187,82.4,69,40,13.8,[{'description': 'scattered clouds'}]
436,Kupang,ID,2021-04-20 04:22:17,-10.1667,123.5833,83.07,62,35,6.4,[{'description': 'scattered clouds'}]
437,Norden,DE,2021-04-20 04:28:00,53.6,7.2,43.0,97,0,7.09,[{'description': 'clear sky'}]
438,Sokolo,ML,2021-04-20 04:28:01,14.7328,-6.1219,85.1,16,11,8.88,[{'description': 'few clouds'}]
439,Bikin,RU,2021-04-20 04:28:01,46.8161,134.26,43.92,23,60,20.92,[{'description': 'broken clouds'}]
440,Maxixe,MZ,2021-04-20 04:28:02,-23.8597,35.3472,66.2,88,75,9.22,[{'description': 'light rain'}]
