City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kampong Cham,KH,2021-04-14 18:50:26,11.9934,105.4635,81.1,73,31,2.64
296,Naze,JP,2021-04-14 18:46:30,28.3667,129.4833,60.69,61,99,9.93
297,Menongue,AO,2021-04-14 18:47:58,-14.6585,17.691,66.09,61,86,5.19
298,Katobu,ID,2021-04-14 18:50:26,-4.9408,122.5276,73.29,92,81,2.17
299,Waipawa,NZ,2021-04-14 18:46:37,-41.4122,175.5153,57.2,88,20,17.27
300,Clyde River,CA,2021-04-14 18:50:27,70.4692,-68.5914,3.2,72,20,12.66
301,La Ligua,CL,2021-04-14 18:50:27,-32.4524,-71.2311,55.4,94,90,9.22
302,Gazimurskiy Zavod,RU,2021-04-14 18:50:27,51.5461,118.3266,25.54,64,100,1.57
303,La Rioja,ES,2021-04-14 18:47:26,42.25,-2.5,60.8,33,0,8.05
304,Airai,TL,2021-04-14 18:46:24,-8.9266,125.4092,55.42,66,28,1.79
305,Tomatlan,MX,2021-04-14 18:50:28,19.9333,-105.25,91.31,34,7,9.98
306,Tsabong,BW,2021-04-14 18:50:28,-26.0217,22.401,78.03,24,0,4.9
307,Aranos,NA,2021-04-14 18:50:29,-24.1333,19.1167,72.37,23,0,10.96
308,Paamiut,GL,2021-04-14 18:50:29,61.994,-49.6678,31.73,96,100,18.43
309,Gat,IL,2021-04-14 18:49:14,31.61,34.7642,64.99,52,87,1.01
310,Tessalit,ML,2021-04-14 18:47:28,20.1986,1.0114,95.36,6,20,10.4
311,Katherine,AU,2021-04-14 18:50:29,-14.4667,132.2667,73.4,64,84,8.05
312,Pamanukan,ID,2021-04-14 18:50:30,-6.2842,107.8106,76.82,85,100,4.34
313,Bonthe,SL,2021-04-14 18:50:30,7.5264,-12.505,81.07,82,100,8.55
314,Troitskoye,RU,2021-04-14 18:50:30,52.9821,84.6757,35.4,95,100,5.66
315,Cabinda,AO,2021-04-14 18:50:31,-5.55,12.2,81.19,83,100,4.23
316,Tirumullaivasal,IN,2021-04-14 18:50:31,11.2333,79.8333,82.02,75,100,6.29
317,Soyo,AO,2021-04-14 18:50:31,-6.1349,12.3689,81.25,80,59,4.36
318,Antalaha,MG,2021-04-14 18:50:32,-14.9003,50.2788,74.95,91,100,5.12
319,Esperance,AU,2021-04-14 18:46:55,-33.8667,121.9,57.2,94,90,9.22
320,Narrabri,AU,2021-04-14 18:50:32,-30.3167,149.7833,59.0,77,90,3.44
321,Macaiba,BR,2021-04-14 18:50:32,-5.8583,-35.3539,84.2,74,40,13.8
322,Pandan,PH,2021-04-14 18:50:33,14.0453,124.1694,78.26,88,100,6.96
323,Surskoye,RU,2021-04-14 18:50:33,54.4821,46.7214,53.26,84,0,5.1
324,Bouloupari,NC,2021-04-14 18:50:33,-21.8667,166.05,71.6,94,90,3.44
325,Ayan,RU,2021-04-14 18:50:34,56.45,138.1667,19.54,78,100,7.83
326,Pisco,PE,2021-04-14 18:46:58,-13.7,-76.2167,71.01,73,0,9.22
327,Rawson,AR,2021-04-14 18:50:34,-43.3002,-65.1023,77.65,31,100,10.69
328,Pareora,NZ,2021-04-14 18:50:35,-44.4871,171.2132,53.01,97,98,6.55
329,Coffs Harbour,AU,2021-04-14 18:50:35,-30.3,153.1333,53.6,94,5,1.14
330,Viedma,AR,2021-04-14 18:50:35,-40.8135,-62.9967,81.27,24,1,21.65
331,Komsomolskiy,UZ,2021-04-14 18:50:36,40.4272,71.7189,60.8,48,100,9.22
332,Berbera,SO,2021-04-14 18:50:36,10.4396,45.0143,79.99,82,32,7.76
333,Camacha,PT,2021-04-14 18:50:36,33.0833,-16.3333,66.2,77,40,13.8
334,Verkhnetulomskiy,RU,2021-04-14 18:50:37,68.6073,31.7962,33.8,60,75,15.66
335,Port Macquarie,AU,2021-04-14 18:50:37,-31.4333,152.9167,60.01,74,10,1.99
336,Niamtougou,TG,2021-04-14 18:50:37,9.7681,1.1053,93.2,33,20,11.5
337,Coquimbo,CL,2021-04-14 18:50:10,-29.9533,-71.3436,65.17,73,52,4.03
338,Ust-Kuyga,RU,2021-04-14 18:50:38,70.0167,135.6,-12.03,98,26,1.48
339,Avarua,CK,2021-04-14 18:47:11,-21.2078,-159.775,78.8,83,20,2.3
340,Talnakh,RU,2021-04-14 18:50:38,69.4865,88.3972,0.34,90,100,1.9
341,Plettenberg Bay,ZA,2021-04-14 18:50:39,-34.0527,23.3716,65.28,89,90,1.61
342,Hualmay,PE,2021-04-14 18:50:39,-11.0964,-77.6139,72.12,73,75,9.48
343,Isangel,VU,2021-04-14 18:50:18,-19.55,169.2667,78.06,80,54,2.3
344,Ugoofaaru,MV,2021-04-14 18:49:36,5.6667,73.0,83.88,66,12,3.02
345,Areka,ET,2021-04-14 18:46:19,7.0667,37.7,62.74,87,76,4.12
346,Shimoda,JP,2021-04-14 18:50:40,34.6667,138.95,51.01,78,100,4.0
347,Taltal,CL,2021-04-14 18:48:10,-25.4,-70.4833,68.07,68,22,5.61
348,Seydi,TM,2021-04-14 18:50:40,39.4816,62.9137,63.93,39,0,4.72
349,Kruisfontein,ZA,2021-04-14 18:50:41,-34.0033,24.7314,64.0,94,81,1.01
350,Seddon,AU,2021-04-14 18:50:41,-37.8068,144.8916,59.0,58,90,8.05
351,Ati,TD,2021-04-14 18:50:42,13.2154,18.3353,86.63,5,100,7.09
352,Uvinza,TZ,2021-04-14 18:50:42,-5.1036,30.3911,66.24,96,100,3.38
353,Rabo De Peixe,PT,2021-04-14 18:50:43,37.8,-25.5833,62.6,88,20,16.11
354,Baruun-Urt,MN,2021-04-14 18:50:43,46.6806,113.2792,37.81,34,100,23.04
355,Holme,DK,2021-04-14 18:50:43,56.1138,10.1725,42.8,52,1,4.61
356,Issa,RU,2021-04-14 18:50:43,53.8705,44.8578,52.56,75,9,7.56
357,Minab,IR,2021-04-14 18:50:44,27.1467,57.0801,87.8,40,100,11.5
358,Vuktyl,RU,2021-04-14 18:50:45,63.8567,57.3094,51.85,80,100,18.59
359,Tecoanapa,MX,2021-04-14 18:50:46,16.5167,-98.75,84.51,59,100,10.25
360,Makubetsu,JP,2021-04-14 18:50:46,45.3714,141.8211,35.31,61,50,15.05
361,Karpathos,GR,2021-04-14 18:50:46,35.507,27.2132,60.8,82,10,10.36
362,Boston,US,2021-04-14 18:46:53,42.3584,-71.0598,59.0,66,20,12.66
363,Chapais,CA,2021-04-14 18:50:47,49.7834,-74.8492,62.6,25,1,5.75
364,Kargasok,RU,2021-04-14 18:50:47,59.0556,80.8572,33.84,99,100,2.3
365,Cabo San Lucas,MX,2021-04-14 18:49:55,22.8909,-109.9124,84.0,39,1,6.91
366,Diamantino,BR,2021-04-14 18:50:41,-14.4086,-56.4461,86.94,53,94,2.13
367,Yinchuan,CN,2021-04-14 18:50:47,38.4681,106.2731,48.99,17,75,9.57
368,Agadez,NE,2021-04-14 18:50:48,19.75,10.25,88.63,7,0,11.63
369,Lagunas,PE,2021-04-14 18:50:48,-5.2269,-75.6753,84.43,71,85,3.53
370,Anadyr,RU,2021-04-14 18:50:48,64.75,177.4833,1.4,78,40,8.95
371,Luderitz,NA,2021-04-14 18:50:49,-26.6481,15.1594,78.62,30,0,7.63
372,Dubai,AE,2021-04-14 18:50:17,25.2582,55.3047,91.4,22,0,4.61
373,Leshukonskoye,RU,2021-04-14 18:50:49,64.8989,45.7622,34.59,80,86,9.69
374,Hami,CN,2021-04-14 18:49:13,42.8,93.45,46.67,14,0,21.39
375,Udachnyy,RU,2021-04-14 18:50:11,66.4167,112.4,-1.79,99,68,2.89
376,Concarneau,FR,2021-04-14 18:50:50,47.875,-3.9225,51.8,53,0,13.8
377,Trindade,BR,2021-04-14 18:50:50,-16.6494,-49.4889,84.2,42,0,5.75
378,Anton Lizardo,MX,2021-04-14 18:50:51,19.05,-95.9833,89.01,70,1,11.5
379,Ratnagiri,IN,2021-04-14 18:50:51,16.9833,73.3,81.95,79,0,4.41
380,Terrace Bay,CA,2021-04-14 18:50:51,48.7834,-87.1,44.6,93,90,6.91
381,Tiksi,RU,2021-04-14 18:50:51,71.6872,128.8694,1.9,96,100,3.24
382,Aksu,CN,2021-04-14 18:50:52,41.1231,80.2644,59.18,28,34,6.15
383,Bodaybo,RU,2021-04-14 18:50:52,57.8506,114.1933,22.98,94,100,3.18
384,Patan,NP,2021-04-14 18:50:52,27.6667,85.3333,64.4,63,20,2.3
385,Vanderhoof,CA,2021-04-14 18:50:53,54.0166,-124.0198,50.27,58,96,3.36
386,Leningradskiy,RU,2021-04-14 18:50:53,69.3833,178.4167,5.79,87,100,2.15
387,Port Hardy,CA,2021-04-14 18:50:53,50.6996,-127.4199,44.6,81,40,5.75
388,Champerico,GT,2021-04-14 18:50:54,14.3,-91.9167,93.2,49,40,6.91
389,Nemuro,JP,2021-04-14 18:46:55,43.3236,145.575,34.05,65,99,12.66
390,Teya,RU,2021-04-14 18:48:16,60.3778,92.6267,12.61,99,99,2.82
391,Lashio,MM,2021-04-14 18:50:55,22.9333,97.75,66.36,30,98,1.81
392,Caravelas,BR,2021-04-14 18:47:35,-17.7125,-39.2481,79.99,59,8,12.66
393,Praia Da Vitoria,PT,2021-04-14 18:50:55,38.7333,-27.0667,68.0,64,40,5.55
394,Rock Sound,BS,2021-04-14 18:50:55,24.9,-76.2,72.34,66,0,15.1
395,Alice Springs,AU,2021-04-14 18:50:55,-23.7,133.8833,57.2,77,2,3.44
396,Qandala,SO,2021-04-14 18:50:56,11.472,49.8728,82.99,61,2,5.66
397,Moree,AU,2021-04-14 18:50:56,-29.4667,149.85,53.6,76,7,6.91
398,Amazar,RU,2021-04-14 18:50:56,53.858,120.875,21.09,81,64,1.79
399,Daru,PG,2021-04-14 18:47:25,-9.0763,143.2092,78.1,78,40,10.56
400,Grindavik,IS,2021-04-14 18:50:21,63.8424,-22.4338,46.4,81,75,20.71
401,Chara,RU,2021-04-14 18:50:57,56.9064,118.2631,7.68,73,99,1.74
402,Carsamba,TR,2021-04-14 18:50:57,41.1989,36.7219,59.0,54,75,4.61
403,Cockburn Town,TC,2021-04-14 18:50:58,21.4612,-71.1419,78.8,53,20,9.22
404,Dingle,PH,2021-04-14 18:50:58,10.9995,122.6711,76.44,88,100,4.83
405,Yulara,AU,2021-04-14 18:50:58,-25.2406,130.9889,62.6,63,100,8.05
406,Zabol,AF,2021-04-14 18:50:59,32.25,67.25,57.99,52,100,1.77
407,Souillac,MU,2021-04-14 18:50:59,-20.5167,57.5167,78.8,78,40,8.05
408,Citluk,BA,2021-04-14 18:50:59,43.2286,17.7008,48.2,43,40,12.66
409,Adrar,MR,2021-04-14 18:51:00,20.5022,-10.0711,86.79,14,12,11.12
410,Bosaso,SO,2021-04-14 18:48:27,11.2842,49.1816,80.2,68,3,1.92
411,Cootamundra,AU,2021-04-14 18:51:00,-34.65,148.0333,48.15,84,3,1.92
412,Basco,PH,2021-04-14 18:51:00,20.4487,121.9702,77.95,71,100,10.25
413,Kamina,CD,2021-04-14 18:51:01,-8.7386,24.9906,62.51,94,100,3.98
414,Fort Nelson,CA,2021-04-14 18:51:01,58.8053,-122.7002,50.0,40,40,4.61
415,Grand Gaube,MU,2021-04-14 18:51:01,-20.0064,57.6608,79.0,79,51,5.01
416,Cabaiguan,CU,2021-04-14 18:48:23,22.0789,-79.4992,86.0,35,20,19.57
417,Kavieng,PG,2021-04-14 18:46:27,-2.5744,150.7967,80.53,76,39,4.16
418,Iqaluit,CA,2021-04-14 18:51:02,63.7506,-68.5145,3.2,72,1,27.63
419,Lompoc,US,2021-04-14 18:51:02,34.6391,-120.4579,57.99,54,53,12.66
420,Bengkulu,ID,2021-04-14 18:49:15,-3.8004,102.2655,75.27,89,57,3.94
421,Launceston,AU,2021-04-14 18:50:53,-41.45,147.1667,50.0,76,75,16.11
422,Dolzhanskaya,RU,2021-04-14 18:51:02,46.6311,37.8039,46.99,100,80,7.0
423,Marawi,PH,2021-04-14 18:51:03,7.9986,124.2928,75.0,87,100,5.01
424,Formosa,AR,2021-04-14 18:48:11,-26.1775,-58.1781,86.0,62,0,5.75
425,Tateyama,JP,2021-04-14 18:51:03,34.9833,139.8667,48.99,63,74,20.04
426,Fairbanks,US,2021-04-14 18:50:41,64.8378,-147.7164,35.6,64,75,5.75
427,Hay River,CA,2021-04-14 18:51:04,60.8156,-115.7999,35.6,60,100,5.75
428,Haines Junction,CA,2021-04-14 18:51:04,60.7522,-137.5108,41.0,60,100,6.91
429,Sinnamary,GF,2021-04-14 18:51:04,5.3833,-52.95,82.89,74,75,10.54
430,El Retorno,CO,2021-04-14 18:51:05,2.3302,-72.6276,74.59,94,100,3.85
431,Wajir,KE,2021-04-14 18:51:05,1.7471,40.0573,86.0,66,0,9.46
432,Kawalu,ID,2021-04-14 18:51:05,-7.3817,108.2082,72.43,95,100,1.21
433,Miraflores,MX,2021-04-14 18:51:06,19.2167,-98.8083,77.0,27,40,8.05
434,Luanda,AO,2021-04-14 18:46:28,-8.8368,13.2343,82.4,78,40,6.91
435,Chulman,RU,2021-04-14 18:51:06,56.8479,124.9104,14.0,96,100,1.07
436,Bardiyah,LY,2021-04-14 18:51:06,31.7561,25.0865,65.57,62,0,11.5
437,Ust-Omchug,RU,2021-04-14 18:51:07,61.15,149.6333,5.0,96,100,5.08
438,Livingstonia,MW,2021-04-14 18:51:07,-10.606,34.1063,62.91,88,100,7.16
439,Barra,BR,2021-04-14 18:51:07,-11.0894,-43.1417,88.92,35,87,2.39
440,Cap Malheureux,MU,2021-04-14 18:51:08,-19.9842,57.6142,79.0,79,61,5.01
441,Necochea,AR,2021-04-14 18:48:13,-38.5473,-58.7368,75.99,49,0,13.0
442,Ust-Nera,RU,2021-04-14 18:51:08,64.5667,143.2,-16.76,99,57,5.21
443,Tak Bai,TH,2021-04-14 18:51:08,6.2595,102.0546,78.8,89,20,3.44
444,Alofi,NU,2021-04-14 18:51:09,-19.0595,-169.9187,64.4,94,40,1.14
445,Sistranda,NO,2021-04-14 18:51:09,63.7256,8.834,41.0,75,20,12.66
446,College,US,2021-04-14 18:50:55,64.8569,-147.8028,35.6,64,75,5.75
447,Acambaro,MX,2021-04-14 18:51:10,20.0333,-100.7333,84.2,18,75,4.61
448,Tamale,GH,2021-04-14 18:51:10,9.4008,-0.8393,96.12,21,17,1.68
449,Leh,IN,2021-04-14 18:51:10,34.1667,77.5833,35.15,57,100,1.36
450,Mantua,IT,2021-04-14 18:51:10,45.1667,10.7833,48.0,72,21,3.0
451,Buchanan,LR,2021-04-14 18:51:11,5.8808,-10.0467,80.6,83,40,6.87
452,Eenhana,NA,2021-04-14 18:51:11,-17.4667,16.3333,73.71,37,89,5.1
453,Ruteng,ID,2021-04-14 18:51:11,-8.6136,120.4721,59.81,92,25,2.06
454,Sivaki,RU,2021-04-14 18:51:12,52.6333,126.75,21.52,54,67,5.84
455,Yemtsa,RU,2021-04-14 18:51:12,63.0734,40.3329,35.33,84,100,6.15
456,Duluth,US,2021-04-14 18:47:04,46.7833,-92.1066,42.8,70,90,10.36
457,Tornio,FI,2021-04-14 18:51:12,65.8481,24.1466,33.8,51,0,3.44
458,Snyder,US,2021-04-14 18:50:22,32.7179,-100.9176,50.0,100,90,11.5
459,Okhotsk,RU,2021-04-14 18:51:13,59.3833,143.3,18.77,88,100,9.57
460,Rio Grande,BR,2021-04-14 18:50:14,-32.035,-52.0986,77.0,53,20,16.11
461,La Ronge,CA,2021-04-14 18:51:13,55.1001,-105.2842,39.2,30,100,10.36
462,Pitimbu,BR,2021-04-14 18:51:13,-7.4706,-34.8086,84.2,79,40,10.36
463,Saint-Augustin,CA,2021-04-14 18:51:14,51.226,-58.6502,45.64,47,0,7.34
464,Guiyang,CN,2021-04-14 18:51:14,26.5833,106.7167,53.6,94,90,4.47
465,Ndola,ZM,2021-04-14 18:50:23,-12.9587,28.6366,61.21,92,94,4.38
466,Nicoya,CR,2021-04-14 18:47:02,10.1483,-85.452,93.2,43,75,18.41
467,Piacabucu,BR,2021-04-14 18:51:15,-10.4056,-36.4344,81.81,68,71,9.57
468,High Prairie,CA,2021-04-14 18:50:04,55.4334,-116.4858,51.8,30,95,5.75
469,Mana,GF,2021-04-14 18:51:15,5.6592,-53.7767,82.98,73,62,10.09
470,Pozo Colorado,PY,2021-04-14 18:48:42,-23.4923,-58.7972,94.77,29,13,5.46
471,Liverpool,GB,2021-04-14 18:48:56,53.4106,-2.9779,55.4,58,20,8.05
472,Les Cayes,HT,2021-04-14 18:51:16,18.2,-73.75,86.92,48,100,8.28
473,Tamandare,BR,2021-04-14 18:51:16,-8.7597,-35.1047,81.25,76,54,7.78
474,Carahue,CL,2021-04-14 18:51:16,-38.7,-73.1667,68.0,60,75,4.61
475,Kjollefjord,NO,2021-04-14 18:51:16,70.9457,27.3465,33.8,69,75,40.29
476,Moche,PE,2021-04-14 18:51:17,-8.1711,-79.0092,69.8,83,20,10.36
477,Araouane,ML,2021-04-14 18:51:17,18.9048,-3.5265,90.86,8,0,0.65
478,Taoudenni,ML,2021-04-14 18:48:10,22.6783,-3.9836,96.12,10,34,10.42
479,Mier,MX,2021-04-14 18:51:17,26.4333,-99.15,91.99,52,90,6.91
480,Broken Hill,AU,2021-04-14 18:51:18,-31.95,141.4333,53.6,62,6,10.36
481,Goderich,CA,2021-04-14 18:51:18,43.7501,-81.7165,50.0,43,60,8.05
482,Monywa,MM,2021-04-14 18:51:18,22.1167,95.1333,89.82,25,63,3.58
483,Suluova,TR,2021-04-14 18:51:18,40.8313,35.6479,51.8,62,40,8.05
484,Manavalakurichi,IN,2021-04-14 18:51:19,8.1333,77.3,82.4,83,20,3.44
485,Madona,LV,2021-04-14 18:51:19,56.8533,26.217,41.05,65,100,6.96
486,Kupang,ID,2021-04-14 18:51:19,-10.1667,123.5833,75.06,84,14,4.61
487,Perth,AU,2021-04-14 18:46:29,-31.9333,115.8333,57.2,77,0,9.22
488,Miranda,CO,2021-04-14 18:51:20,3.2499,-76.2281,86.0,54,75,5.75
489,Skelleftea,SE,2021-04-14 18:51:20,64.7507,20.9528,37.4,48,16,6.91
490,North Aurora,US,2021-04-14 18:51:20,41.8061,-88.3273,50.0,46,75,13.8
491,Togur,RU,2021-04-14 18:51:21,58.3631,82.8265,33.4,99,100,1.25
492,Pierre,US,2021-04-14 18:49:08,44.3683,-100.351,46.0,52,75,13.8
493,Vohibinany,MG,2021-04-14 18:51:21,-17.35,49.0333,71.62,99,100,0.89
494,Ostersund,SE,2021-04-14 18:51:22,63.1792,14.6357,35.6,64,90,9.22
495,Antofagasta,CL,2021-04-14 18:51:22,-23.65,-70.4,72.0,59,20,13.8
496,Kargil,IN,2021-04-14 18:51:22,34.5667,76.1,32.49,57,25,6.58
497,Cayenne,GF,2021-04-14 18:51:22,4.9333,-52.3333,87.8,70,75,13.8
498,Ambulu,ID,2021-04-14 18:51:23,-8.345,113.6058,74.55,89,35,3.69
499,Iwanai,JP,2021-04-14 18:51:23,42.9744,140.5089,38.19,64,95,16.73
500,Smithers,CA,2021-04-14 18:51:23,54.7804,-127.1743,44.6,57,20,3.44
501,Pekalongan,ID,2021-04-14 18:51:24,-6.8886,109.6753,77.13,88,100,0.94
502,Aswan,EG,2021-04-14 18:51:24,24.0934,32.907,81.28,12,0,10.0
503,Chemax,MX,2021-04-14 18:51:24,20.65,-87.9333,96.94,24,2,8.93
504,Richards Bay,ZA,2021-04-14 18:51:25,-28.783,32.0377,74.34,92,19,6.73
505,Kalabo,ZM,2021-04-14 18:51:25,-14.97,22.6814,65.28,79,59,7.76
506,Nago,JP,2021-04-14 18:51:25,26.5881,127.9761,66.2,77,90,6.91
507,Mbandaka,CD,2021-04-14 18:51:26,0.0487,18.2603,73.74,88,83,4.68
508,Kloulklubed,PW,2021-04-14 18:51:26,7.0419,134.2556,77.0,88,90,13.8
509,Kamenskiy,RU,2021-04-14 18:51:26,50.8855,45.488,53.53,56,87,8.19
510,Pedernales,DO,2021-04-14 18:51:27,18.0384,-71.744,82.11,67,26,7.78
511,Faranah,GN,2021-04-14 18:51:27,10.0404,-10.7434,81.19,57,96,7.87
512,Jacksonville,US,2021-04-14 18:51:27,30.3322,-81.6556,88.0,47,75,9.22
513,Gilgit,PK,2021-04-14 18:46:51,35.9221,74.3087,57.06,64,100,1.32
514,Batagay-Alyta,RU,2021-04-14 18:51:27,67.8006,130.4114,-13.09,96,25,6.22
515,Zonguldak,TR,2021-04-14 18:51:28,41.25,31.8333,47.71,88,100,4.52
516,Olafsvik,IS,2021-04-14 18:51:28,64.8945,-23.7142,42.35,89,79,15.05
517,Cheremkhovo,RU,2021-04-14 18:51:28,53.1561,103.0675,29.71,77,99,7.56
518,Pudozh,RU,2021-04-14 18:51:29,61.8099,36.5345,33.04,97,100,3.04
519,Shache,CN,2021-04-14 18:51:29,38.4167,77.2406,59.77,27,100,5.48
520,Svetlogorsk,BY,2021-04-14 18:51:29,52.6333,29.7333,47.17,83,100,4.43
521,Imeni Poliny Osipenko,RU,2021-04-14 18:51:30,52.4201,136.4853,13.37,94,100,3.67
522,Tabou,CI,2021-04-14 18:51:30,4.423,-7.3528,81.7,78,100,8.01
523,Billings,US,2021-04-14 18:49:21,45.7833,-108.5007,35.01,59,90,11.5
524,Nador,MA,2021-04-14 18:51:30,35.174,-2.9287,60.8,88,75,9.22
525,Maumere,ID,2021-04-14 18:51:31,-8.6199,122.2111,78.42,81,25,5.88
526,Price,US,2021-04-14 18:51:31,39.5994,-110.8107,53.6,50,75,13.8
527,Aktas,KZ,2021-04-14 18:51:31,49.7789,72.9608,32.0,80,0,6.71
528,Nizhnevartovsk,RU,2021-04-14 18:51:32,60.9344,76.5531,33.8,100,0,6.71
529,Henties Bay,NA,2021-04-14 18:51:32,-22.116,14.2845,76.96,49,0,9.64
530,Sambava,MG,2021-04-14 18:51:32,-14.2667,50.1667,76.93,86,100,6.4
531,Gazojak,TM,2021-04-14 18:51:32,41.1875,61.4036,65.37,27,0,6.24
532,Kuching,MY,2021-04-14 18:51:33,1.55,110.3333,73.4,100,20,2.82
533,Matera,IT,2021-04-14 18:51:33,40.5,16.4167,51.8,58,75,9.22
534,Belyy Yar,RU,2021-04-14 18:51:33,53.6039,91.3903,41.0,60,0,15.66
535,Havelock,US,2021-04-14 18:51:34,34.8791,-76.9013,71.6,56,1,11.5
536,Newport,GB,2021-04-14 18:51:34,51.5877,-2.9984,51.01,57,9,6.91
537,Salym,RU,2021-04-14 18:51:34,60.0625,71.4789,44.31,98,100,6.67
538,Omsukchan,RU,2021-04-14 18:51:34,62.5333,155.8,0.61,96,100,3.02
539,Bambous Virieux,MU,2021-04-14 18:51:35,-20.3428,57.7575,79.0,78,40,8.05
540,Ishigaki,JP,2021-04-14 18:51:35,24.3448,124.1572,72.61,84,100,22.73
